player_name_raw_skillcorner,sc_total_minutes,SC_Primary_Position,SC_Primary_Position_Minutes,SC_Primary_Position_Share,SC_Primary_Position_Group,SC_Secondary_Position,SC_Secondary_Position_Minutes,SC_Secondary_Position_Share,SC_Secondary_Position_Group,SC_All_Positions_Detail,analysis_position_code,analysis_position_jp,analysis_position_source,player_name_normalized,season_scope
Ryoma Ishida,2365.53,RB,1485.22,62.79,Full Back,Right Back,388.64,16.43,Full Back,"RB(1485min/62.8%), Right Back(389min/16.4%), RWB(224min/9.5%), Right Winger(64min/2.7%), Right Midfield(56min/2.4%), Left Back(55min/2.3%), Right Wing Back(49min/2.1%), Attacking Midfield(32min/1.4%), Left Forward(11min/0.5%)",SB,サイドバック,RB (Position Group: Full Back),Ryoma Ishida,2024-2025
Ryoma Ishii,386.78,Center Forward,336.19,86.92,Center Forward,Right Forward,24.28,6.28,Wide Attacker,"Center Forward(336min/86.9%), Right Forward(24min/6.3%), Right Winger(18min/4.8%), Left Forward(8min/2.0%)",FW,フォワード,Center Forward (Position Group: Center Forward),Ryoma Ishii,2024-2025
Ryonosuke Kabayama,1834.19,Attacking Midfield,633.41,34.53,Midfield,Left Winger,462.96,25.24,Wide Attacker,"Attacking Midfield(633min/34.5%), Left Winger(463min/25.2%), Right Winger(360min/19.6%), Left Midfield(189min/10.3%), Center Midfield(99min/5.4%), Center Forward(90min/4.9%)",ST,セカンドトップ,Attacking Midfield (Position Group: Midfield),Ryonosuke Kabayama,2024-2025
Ryosuke Kawano,2068.2,Left Wing Back,1087.74,52.59,Full Back,Right Midfield,363.71,17.59,Midfield,"Left Wing Back(1088min/52.6%), Right Midfield(364min/17.6%), Right Wing Back(329min/15.9%), Right Winger(247min/11.9%), Left Winger(41min/2.0%)",SB,サイドバック,Left Wing Back (Position Group: Full Back),Ryosuke Kawano,2024-2025
Ryosuke Tamura,2439.0,Right Winger,895.76,36.73,Wide Attacker,RF,602.33,24.7,Wide Attacker,"Right Winger(896min/36.7%), RF(602min/24.7%), Center Forward(386min/15.8%), RW(208min/8.5%), Right Forward(128min/5.2%), Left Winger(79min/3.2%), LW(64min/2.6%), Left Defensive Midfield(32min/1.3%), Right Midfield(29min/1.2%), Left Midfield(16min/0.7%)",SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Ryosuke Tamura,2024-2025
Ryota  Ichihara,2561.07,RCB,2075.23,81.03,Central Defender,RB,485.84,18.97,Full Back,"RCB(2075min/81.0%), RB(486min/19.0%)",CB,センターバック,RCB (Position Group: Central Defender),Ryota  Ichihara,2024-2025
Ryota Abe,20.78,LWB,20.78,100.0,Full Back,,,,,LWB(21min/100.0%),SB,サイドバック,LWB (Position Group: Full Back),Ryota Abe,2024-2025
Ryota Araki,3785.47,Right Wing Back,1967.53,51.98,Full Back,Right Back,1626.08,42.96,Full Back,"Right Wing Back(1968min/52.0%), Right Back(1626min/43.0%), RB(151min/4.0%), RWB(23min/0.6%), RM(13min/0.3%), LW(5min/0.1%)",SB,サイドバック,Right Wing Back (Position Group: Full Back),Ryota Araki,2024-2025
Ryota Inoue,1919.58,LCB,1614.44,84.1,Central Defender,RCB,281.44,14.66,Central Defender,"LCB(1614min/84.1%), RCB(281min/14.7%), RWB(16min/0.8%), RB(8min/0.4%)",CB,センターバック,LCB (Position Group: Central Defender),Ryota Inoue,2024-2025
Ryota Ito,47.09,Left Wing Back,33.57,71.29,Full Back,Right Midfield,13.52,28.71,Midfield,"Left Wing Back(34min/71.3%), Right Midfield(14min/28.7%)",SB,サイドバック,Left Wing Back (Position Group: Full Back),Ryota Ito,2024-2025
Ryota Iwabuchi,1376.94,CF,223.36,16.22,Center Forward,DM,200.73,14.58,Midfield,"CF(223min/16.2%), DM(201min/14.6%), RM(164min/11.9%), RW(161min/11.7%), LM(104min/7.6%), Attacking Midfield(100min/7.3%), Left Defensive Midfield(100min/7.3%), Left Midfield(64min/4.6%), Right Defensive Midfield(54min/3.9%), LW(48min/3.5%), AM(48min/3.5%), Left Winger(41min/3.0%), Right Winger(33min/2.4%), Right Midfield(24min/1.7%), Center Forward(12min/0.9%)",FW,フォワード,CF (Position Group: Center Forward),Ryota Iwabuchi,2024-2025
Ryota Kuwajima,169.07,CF,94.62,55.96,Center Forward,LM,67.48,39.91,Midfield,"CF(95min/56.0%), LM(67min/39.9%), LW(7min/4.1%)",FW,フォワード,CF (Position Group: Center Forward),Ryota Kuwajima,2024-2025
Ryota Sawazaki,3328.06,Right Midfield,1632.25,49.05,Midfield,Left Midfield,747.92,22.47,Midfield,"Right Midfield(1632min/49.0%), Left Midfield(748min/22.5%), LM(294min/8.8%), RM(279min/8.4%), Right Defensive Midfield(192min/5.8%), Center Midfield(108min/3.2%), Center Forward(53min/1.6%), Defensive Midfield(23min/0.7%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield),Ryota Sawazaki,2024-2025
Ryota Tagashira,803.8,Right Back,445.65,55.44,Full Back,Right Center Back,97.37,12.11,Central Defender,"Right Back(446min/55.4%), Right Center Back(97min/12.1%), Right Forward(79min/9.9%), Right Wing Back(77min/9.6%), Left Wing Back(50min/6.2%), Right Winger(26min/3.2%), Left Center Back(15min/1.8%), Left Forward(14min/1.7%)",SB,サイドバック,Right Back (Position Group: Full Back),Ryota Tagashira,2024-2025
Ryotaro Yamamoto,610.13,LM,335.84,55.04,Midfield,RM,138.25,22.66,Midfield,"LM(336min/55.0%), RM(138min/22.7%), DM(86min/14.2%), AM(27min/4.5%), RCB(22min/3.7%)",SH,サイドハーフ,LM (Position Group: Midfield),Ryotaro Yamamoto,2024-2025
Ryu Kawakami,5067.57,Right Center Back,3175.41,62.66,Central Defender,LCB,1157.37,22.84,Central Defender,"Right Center Back(3175min/62.7%), LCB(1157min/22.8%), Left Center Back(600min/11.8%), RCB(97min/1.9%), Left Winger(24min/0.5%), LM(9min/0.2%), RB(3min/0.1%), RM(3min/0.1%)",CB,センターバック,Right Center Back (Position Group: Central Defender),Ryu Kawakami,2024-2025
Ryu Wakabayashi,785.77,RWB,670.49,85.33,Full Back,LWB,115.28,14.67,Full Back,"RWB(670min/85.3%), LWB(115min/14.7%)",SB,サイドバック,RWB (Position Group: Full Back),Ryu Wakabayashi,2024-2025
Ryuga Suzuki,390.42,Left Winger,263.97,67.61,Wide Attacker,Left Forward,123.52,31.64,Wide Attacker,"Left Winger(264min/67.6%), Left Forward(124min/31.6%), Right Winger(3min/0.8%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Ryuga Suzuki,2024-2025
Ryuhei Yamamoto,3642.84,LB,1518.48,41.68,Full Back,Left Wing Back,1448.27,39.76,Full Back,"LB(1518min/41.7%), Left Wing Back(1448min/39.8%), Left Back(275min/7.5%), Right Wing Back(143min/3.9%), LWB(130min/3.6%), Right Midfield(98min/2.7%), RWB(29min/0.8%)",SB,サイドバック,LB (Position Group: Full Back),Ryuhei Yamamoto,2024-2025
Ryuji Kokubu,307.32,Attacking Midfield,79.73,25.94,Midfield,Right Winger,54.08,17.6,Wide Attacker,"Attacking Midfield(80min/25.9%), Right Winger(54min/17.6%), Right Center Back(37min/12.1%), Center Forward(36min/11.9%), RM(25min/8.1%), Right Midfield(20min/6.5%), DM(16min/5.4%), Left Midfield(15min/4.9%), AM(13min/4.3%), Left Winger(10min/3.2%), RWB(1min/0.2%)",ST,セカンドトップ,Attacking Midfield (Position Group: Midfield),Ryuji Kokubu,2024-2025
Ryuji Sawakami,4340.06,Center Forward,3493.9,80.5,Center Forward,CF,566.92,13.06,Center Forward,"Center Forward(3494min/80.5%), CF(567min/13.1%), RF(189min/4.3%), AM(80min/1.9%), RB(10min/0.2%)",FW,フォワード,Center Forward (Position Group: Center Forward),Ryuji Sawakami,2024-2025
Ryuki Hirahara,810.09,Attacking Midfield,311.25,38.42,Midfield,Left Winger,183.21,22.62,Wide Attacker,"Attacking Midfield(311min/38.4%), Left Winger(183min/22.6%), LW(105min/12.9%), AM(82min/10.1%), RW(38min/4.7%), Right Winger(37min/4.5%), Right Defensive Midfield(27min/3.4%), CF(13min/1.6%), Center Forward(8min/0.9%), LM(7min/0.8%)",ST,セカンドトップ,Attacking Midfield (Position Group: Midfield),Ryuki Hirahara,2024-2025
Ryunosuke Noda,381.11,CF,366.93,96.28,Center Forward,LW,14.18,3.72,Wide Attacker,"CF(367min/96.3%), LW(14min/3.7%)",FW,フォワード,CF (Position Group: Center Forward),Ryunosuke Noda,2024-2025
Ryunosuke Ota,2147.59,Center Forward,2147.59,100.0,Center Forward,,,,,Center Forward(2148min/100.0%),FW,フォワード,Center Forward (Position Group: Center Forward),Ryunosuke Ota,2024-2025
Ryunosuke Sugawara,848.9,Center Forward,784.97,92.47,Center Forward,Left Winger,29.8,3.51,Wide Attacker,"Center Forward(785min/92.5%), Left Winger(30min/3.5%), Substitute(22min/2.6%), Right Winger(12min/1.4%)",FW,フォワード,Center Forward (Position Group: Center Forward),Ryunosuke Sugawara,2024-2025
Ryusei Nose,707.42,Left Winger,369.92,52.29,Wide Attacker,Right Winger,108.58,15.35,Wide Attacker,"Left Winger(370min/52.3%), Right Winger(109min/15.3%), Right Forward(66min/9.3%), Left Forward(62min/8.8%), Right Midfield(52min/7.3%), Left Midfield(35min/4.9%), Center Forward(14min/2.0%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Ryusei Nose,2024-2025
Ryusei Saito,1101.99,LCB,1101.99,100.0,Central Defender,,,,,LCB(1102min/100.0%),CB,センターバック,LCB (Position Group: Central Defender),Ryusei Saito,2024-2025
Ryusei Shimodo,461.55,LCB,461.55,100.0,Central Defender,,,,,LCB(462min/100.0%),CB,センターバック,LCB (Position Group: Central Defender),Ryusei Shimodo,2024-2025
Ryusei Takao,408.01,Center Forward,167.84,41.14,Center Forward,CF,157.54,38.61,Center Forward,"Center Forward(168min/41.1%), CF(158min/38.6%), Right Midfield(25min/6.2%), AM(24min/5.9%), LF(17min/4.1%), Right Wing Back(14min/3.4%), LWB(3min/0.8%)",FW,フォワード,Center Forward (Position Group: Center Forward),Ryusei Takao,2024-2025
Ryuta Takahashi,172.55,RW,58.59,33.96,Wide Attacker,RWB,39.64,22.97,Full Back,"RW(59min/34.0%), RWB(40min/23.0%), CF(37min/21.7%), LW(37min/21.4%)",SH,サイドハーフ,RW (Position Group: Wide Attacker),Ryuta Takahashi,2024-2025
Ryuto Koizumi,609.22,LB,290.87,47.74,Full Back,Right Wing Back,188.13,30.88,Full Back,"LB(291min/47.7%), Right Wing Back(188min/30.9%), RWB(90min/14.8%), LWB(40min/6.6%)",SB,サイドバック,LB (Position Group: Full Back),Ryuto Koizumi,2024-2025
Ryuya Ohata,3137.07,Center Back,1745.5,55.64,Central Defender,Left Center Back,985.68,31.42,Central Defender,"Center Back(1746min/55.6%), Left Center Back(986min/31.4%), Right Center Back(406min/12.9%)",CB,センターバック,Center Back (Position Group: Central Defender),Ryuya Ohata,2024-2025
Sang-Ho Woo,2512.22,Left Midfield,798.66,31.79,Midfield,Right Midfield,602.49,23.98,Midfield,"Left Midfield(799min/31.8%), Right Midfield(602min/24.0%), RM(553min/22.0%), LM(191min/7.6%), LDM(162min/6.5%), Left Defensive Midfield(98min/3.9%), RDM(88min/3.5%), Defensive Midfield(19min/0.7%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield),Sang-Ho Woo,2024-2025
Satoru Nozue,1671.65,RCB,1195.66,71.53,Central Defender,Right Center Back,255.22,15.27,Central Defender,"RCB(1196min/71.5%), Right Center Back(255min/15.3%), Left Center Back(133min/8.0%), Attacking Midfield(33min/2.0%), Left Midfield(11min/0.7%), Left Winger(11min/0.7%), Right Midfield(10min/0.6%), RB(8min/0.5%), Right Back(5min/0.3%), Defensive Midfield(5min/0.3%), LM(4min/0.3%)",CB,センターバック,RCB (Position Group: Central Defender),Satoru Nozue,2024-2025
Se-gun Ryu,380.63,LB,360.91,94.82,Full Back,RCB,19.72,5.18,Central Defender,"LB(361min/94.8%), RCB(20min/5.2%)",SB,サイドバック,LB (Position Group: Full Back),Se-gun Ryu,2024-2025
Sean Kotake,641.55,Left Wing Back,428.12,66.73,Full Back,Left Winger,114.48,17.84,Wide Attacker,"Left Wing Back(428min/66.7%), Left Winger(114min/17.8%), Right Wing Back(76min/11.9%), Center Back(23min/3.5%)",SB,サイドバック,Left Wing Back (Position Group: Full Back),Sean Kotake,2024-2025
Seigo Takei,4220.43,LM,1064.56,25.22,Midfield,RM,775.06,18.36,Midfield,"LM(1065min/25.2%), RM(775min/18.4%), Right Midfield(646min/15.3%), Defensive Midfield(557min/13.2%), Left Midfield(450min/10.7%), RDM(284min/6.7%), Left Defensive Midfield(172min/4.1%), LDM(101min/2.4%), Center Midfield(96min/2.3%), Right Defensive Midfield(74min/1.8%)",SH,サイドハーフ,LM (Position Group: Midfield),Seigo Takei,2024-2025
Seitaro Hashimoto,179.03,Right Center Back,172.6,96.41,Central Defender,Left Wing Back,6.43,3.59,Full Back,"Right Center Back(173min/96.4%), Left Wing Back(6min/3.6%)",CB,センターバック,Right Center Back (Position Group: Central Defender),Seitaro Hashimoto,2024-2025
Seitaro Tanaka,1035.89,Left Center Back,363.17,35.06,Central Defender,LB,306.14,29.55,Full Back,"Left Center Back(363min/35.1%), LB(306min/29.6%), Left Back(243min/23.5%), Right Center Back(62min/6.0%), Left Winger(31min/3.0%), Right Back(30min/2.9%)",CB,センターバック,Left Center Back (Position Group: Central Defender),Seitaro Tanaka,2024-2025
Seiya Nakano,2972.56,Center Forward,2373.92,79.86,Center Forward,CF,548.17,18.44,Center Forward,"Center Forward(2374min/79.9%), CF(548min/18.4%), LF(50min/1.7%)",FW,フォワード,Center Forward (Position Group: Center Forward),Seiya Nakano,2024-2025
Seiya Nikaido,3772.83,Center Back,1958.49,51.91,Central Defender,CB,981.89,26.03,Central Defender,"Center Back(1958min/51.9%), CB(982min/26.0%), RCB(513min/13.6%), Right Center Back(193min/5.1%), LCB(127min/3.4%)",CB,センターバック,Center Back (Position Group: Central Defender),Seiya Nikaido,2024-2025
Seiya Satsukida,282.53,LB,127.43,45.1,Full Back,RB,92.17,32.62,Full Back,"LB(127min/45.1%), RB(92min/32.6%), RW(23min/8.3%), LCB(22min/7.6%), LW(9min/3.3%), Right Back(9min/3.1%)",SB,サイドバック,LB (Position Group: Full Back),Seiya Satsukida,2024-2025
Seiya Take,607.42,Center Forward,312.03,51.37,Center Forward,Left Winger,173.53,28.57,Wide Attacker,"Center Forward(312min/51.4%), Left Winger(174min/28.6%), Right Winger(83min/13.7%), Right Midfield(19min/3.2%), Left Midfield(19min/3.2%)",FW,フォワード,Center Forward (Position Group: Center Forward),Seiya Take,2024-2025
Sera Watanabe,110.66,CF,81.72,73.85,Center Forward,RW,15.97,14.43,Wide Attacker,"CF(82min/73.8%), RW(16min/14.4%), Right Back(8min/7.5%), Center Forward(5min/4.2%)",FW,フォワード,CF (Position Group: Center Forward),Sera Watanabe,2024-2025
Serigne Diop,530.35,Center Forward,478.15,90.16,Center Forward,Left Defensive Midfield,19.43,3.66,Midfield,"Center Forward(478min/90.2%), Left Defensive Midfield(19min/3.7%), Left Midfield(14min/2.7%), Right Winger(11min/2.0%), Attacking Midfield(8min/1.5%)",FW,フォワード,Center Forward (Position Group: Center Forward),Serigne Diop,2024-2025
Serigne Saliou Diop,49.7,CF,30.92,62.21,Center Forward,LF,18.78,37.79,Wide Attacker,"CF(31min/62.2%), LF(19min/37.8%)",FW,フォワード,CF (Position Group: Center Forward),Serigne Saliou Diop,2024-2025
Seung-Jin Koh,3338.59,RW,1202.83,36.03,Wide Attacker,Center Forward,625.18,18.73,Center Forward,"RW(1203min/36.0%), Center Forward(625min/18.7%), LW(445min/13.3%), Left Winger(322min/9.6%), RF(259min/7.8%), Attacking Midfield(189min/5.6%), CF(88min/2.6%), AM(74min/2.2%), Right Winger(66min/2.0%), RDM(37min/1.1%), Right Defensive Midfield(32min/1.0%)",SH,サイドハーフ,RW (Position Group: Wide Attacker),Seung-Jin Koh,2024-2025
Seung-won  Lee,182.51,Left Winger,93.01,50.96,Wide Attacker,Center Forward,76.42,41.87,Center Forward,"Left Winger(93min/51.0%), Center Forward(76min/41.9%), CF(13min/7.2%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Seung-won  Lee,2024-2025
Shawn Van Eerden,469.41,Center Back,302.43,64.43,Central Defender,CB,98.12,20.9,Central Defender,"Center Back(302min/64.4%), CB(98min/20.9%), Right Center Back(33min/7.1%), RW(32min/6.7%), RCB(4min/0.8%)",CB,センターバック,Center Back (Position Group: Central Defender),Shawn Van Eerden,2024-2025
Shigeo Miyawaki,2901.87,Left Back,1774.31,61.14,Full Back,Left Wing Back,779.62,26.87,Full Back,"Left Back(1774min/61.1%), Left Wing Back(780min/26.9%), LB(161min/5.5%), Left Center Back(98min/3.4%), Right Back(59min/2.0%), Left Winger(14min/0.5%), RB(12min/0.4%), LW(4min/0.2%)",SB,サイドバック,Left Back (Position Group: Full Back),Shigeo Miyawaki,2024-2025
Shimpei Nishiya,1512.15,RB,1512.15,100.0,Full Back,,,,,RB(1512min/100.0%),SB,サイドバック,RB (Position Group: Full Back),Shimpei Nishiya,2024-2025
Shingo  Omori,208.87,CF,144.73,69.29,Center Forward,AM,41.29,19.77,Midfield,"CF(145min/69.3%), AM(41min/19.8%), RW(23min/10.9%)",FW,フォワード,CF (Position Group: Center Forward),Shingo  Omori,2024-2025
Shinnosuke Ito,6.68,RW,4.68,70.06,Wide Attacker,RCB,2.0,29.94,Central Defender,"RW(5min/70.1%), RCB(2min/29.9%)",SH,サイドハーフ,RW (Position Group: Wide Attacker),Shinnosuke Ito,2024-2025
Shinta Hojo,74.76,Right Winger,74.76,100.0,Wide Attacker,,,,,Right Winger(75min/100.0%),SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Shinta Hojo,2024-2025
Shintaro Ide,22.72,Left Winger,22.72,100.0,Wide Attacker,,,,,Left Winger(23min/100.0%),SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Shintaro Ide,2024-2025
Shintaro Kato,1997.29,Right Center Back,1263.54,63.26,Central Defender,RCB,598.81,29.98,Central Defender,"Right Center Back(1264min/63.3%), RCB(599min/30.0%), RB(101min/5.0%), Left Center Back(20min/1.0%), Left Back(14min/0.7%)",CB,センターバック,Right Center Back (Position Group: Central Defender),Shintaro Kato,2024-2025
Shintaro Shimada,2187.46,Right Winger,1129.03,51.61,Wide Attacker,Right Midfield,238.86,10.92,Midfield,"Right Winger(1129min/51.6%), Right Midfield(239min/10.9%), RM(203min/9.3%), RW(182min/8.3%), Left Winger(120min/5.5%), CF(102min/4.6%), LF(66min/3.0%), LM(35min/1.6%), Left Wing Back(20min/0.9%), RCB(19min/0.9%), Right Wing Back(18min/0.8%), RWB(16min/0.7%), LWB(15min/0.7%), Center Forward(10min/0.5%), Left Midfield(7min/0.3%), RF(6min/0.3%)",SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Shintaro Shimada,2024-2025
Shion Niwa,1504.67,CF,1117.88,74.29,Center Forward,Center Forward,305.03,20.27,Center Forward,"CF(1118min/74.3%), Center Forward(305min/20.3%), Left Winger(71min/4.7%), LF(11min/0.7%)",FW,フォワード,CF (Position Group: Center Forward),Shion Niwa,2024-2025
Shiryu Fujiwara,41.74,LW,27.77,66.53,Wide Attacker,LB,13.97,33.47,Full Back,"LW(28min/66.5%), LB(14min/33.5%)",SH,サイドハーフ,LW (Position Group: Wide Attacker),Shiryu Fujiwara,2024-2025
Sho Fuseya,1303.14,LW,717.15,55.03,Wide Attacker,RW,535.72,41.11,Wide Attacker,"LW(717min/55.0%), RW(536min/41.1%), RDM(50min/3.9%)",SH,サイドハーフ,LW (Position Group: Wide Attacker),Sho Fuseya,2024-2025
Sho Hiramatsu,4811.8,Left Midfield,873.34,18.15,Midfield,Right Midfield,804.11,16.71,Midfield,"Left Midfield(873min/18.1%), Right Midfield(804min/16.7%), Left Winger(721min/15.0%), Left Defensive Midfield(600min/12.5%), RM(480min/10.0%), Right Winger(465min/9.7%), LM(272min/5.6%), LWB(231min/4.8%), RW(213min/4.4%), AM(97min/2.0%), DM(36min/0.8%), RWB(19min/0.4%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield),Sho Hiramatsu,2024-2025
Sho Iwamoto,1821.21,Left Defensive Midfield,529.56,29.08,Midfield,Left Midfield,486.21,26.7,Midfield,"Left Defensive Midfield(530min/29.1%), Left Midfield(486min/26.7%), Right Midfield(260min/14.3%), RM(109min/6.0%), Left Winger(105min/5.8%), CF(97min/5.3%), LW(87min/4.8%), LM(44min/2.4%), Right Winger(37min/2.0%), RW(26min/1.4%), Attacking Midfield(23min/1.2%), Center Forward(18min/1.0%)",CMF,セントラルMF,Left Defensive Midfield (Position Group: Midfield),Sho Iwamoto,2024-2025
Sho Sato,279.55,Left Midfield,279.55,100.0,Midfield,,,,,Left Midfield(280min/100.0%),SH,サイドハーフ,Left Midfield (Position Group: Midfield),Sho Sato,2024-2025
Sho Sumida,298.93,LM,112.35,37.58,Midfield,RM,92.37,30.9,Midfield,"LM(112min/37.6%), RM(92min/30.9%), Left Midfield(36min/12.1%), LW(21min/7.2%), RDM(15min/4.9%), AM(13min/4.4%), DM(9min/3.0%)",SH,サイドハーフ,LM (Position Group: Midfield),Sho Sumida,2024-2025
Shochi Niiyama,27.1,RM,16.05,59.23,Midfield,LM,11.05,40.77,Midfield,"RM(16min/59.2%), LM(11min/40.8%)",SH,サイドハーフ,RM (Position Group: Midfield),Shochi Niiyama,2024-2025
Shogo Rikiyasu,4554.16,Left Defensive Midfield,1311.29,28.79,Midfield,LM,1037.65,22.78,Midfield,"Left Defensive Midfield(1311min/28.8%), LM(1038min/22.8%), Left Midfield(1012min/22.2%), LDM(565min/12.4%), Right Defensive Midfield(359min/7.9%), RDM(194min/4.3%), Left Winger(43min/0.9%), Right Midfield(24min/0.5%), RM(9min/0.2%)",CMF,セントラルMF,Left Defensive Midfield (Position Group: Midfield),Shogo Rikiyasu,2024-2025
Shogo Terasaka,988.04,LCB,417.35,42.24,Central Defender,LB,276.4,27.97,Full Back,"LCB(417min/42.2%), LB(276min/28.0%), Left Center Back(275min/27.8%), Right Center Back(19min/1.9%)",CB,センターバック,LCB (Position Group: Central Defender),Shogo Terasaka,2024-2025
